SECID,BOARDID,SHORTNAME,PREVPRICE,LOTSIZE,FACEVALUE,STATUS,BOARDNAME,DECIMALS,SECNAME,REMARKS,MARKETCODE,INSTRID,SECTORID,MINSTEP,PREVWAPRICE,FACEUNIT,PREVDATE,ISSUESIZE,ISIN,LATNAME,REGNUMBER,PREVLEGALCLOSEPRICE,PREVADMITTEDQUOTE,CURRENCYID,SECTYPE,LISTLEVEL,SETTLEDATE,1 min,1 quarter,1 week,10 min,1 day,1 month,1 hour
UNKL,TQBR,ЮУНК ао,9070.0,1,1.0,A,Т+: Акции и ДР - безадрес.,0,Южно-Уральский никел. комб. ао,,FNDT,EQIN,,10.0,9110.0,SUR,2021-06-15,599737,RU0004887991,Uzhno-Uralskiy nikel. komb. ao,1-01-00197-A,9070.0,9070.0,SUR,1,3,2021-06-18,2014-06-11 11:17:00 / 2021-06-16 18:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 00:00:00 / 2021-06-16 00:00:00,2014-06-11 11:10:00 / 2021-06-16 18:02:14,2014-06-11 00:00:00 / 2021-06-16 21:56:40,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-11 11:00:00 / 2021-06-16 18:02:14
UPRO,TQBR,Юнипро ао,2.965,1000,0.4,A,Т+: Акции и ДР - безадрес.,3,Юнипро ПАО ао,,FNDT,EQIN,,0.001,2.966,SUR,2021-06-15,63048706145,RU000A0JNGA5,Unipro PAO ao,1-02-65104-D,2.965,2.965,SUR,1,1,2021-06-18,2016-07-01 09:59:00 / 2021-06-16 18:59:59,2016-07-01 00:00:00 / 2021-06-16 00:00:00,2016-06-27 00:00:00 / 2021-06-16 00:00:00,2016-07-01 09:50:00 / 2021-06-16 18:46:08,2016-07-01 00:00:00 / 2021-06-16 21:56:40,2016-07-01 00:00:00 / 2021-06-16 00:00:00,2016-07-01 09:00:00 / 2021-06-16 18:46:08
URKA,TQBR,Уркалий-ао,119.04,10,0.5,N,Т+: Акции и ДР - безадрес.,2,Уралкалий ПАО ао,,FNDT,EQIN,,0.02,119.04,SUR,2021-06-15,1268585999,RU0007661302,Uralkaliy,1-01-00296-A,119.04,119.04,SUR,1,3,2021-06-18,2011-12-15 10:00:00 / 2019-09-17 18:48:00,2011-04-01 00:00:00 / 2019-07-01 00:00:00,2011-06-06 00:00:00 / 2019-09-16 00:00:00,2011-12-08 10:00:00 / 2019-09-17 18:40:00,2011-06-08 00:00:00 / 2019-09-17 00:00:00,2011-06-01 00:00:00 / 2019-09-01 00:00:00,2011-11-17 10:00:00 / 2019-09-17 18:00:00
URKZ,TQBR,УрКузница,17380.0,1,1.0,A,Т+: Акции и ДР - безадрес.,0,"ПАО ""Уральская кузница"" ао",,FNDT,EQIN,,20.0,17480.0,SUR,2021-06-15,547761,RU000A0JPFY2,Uralskaya kuznica ao,1-01-32341-D,17380.0,17380.0,SUR,1,3,2021-06-18,2014-06-10 18:11:00 / 2021-06-16 15:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 00:00:00 / 2021-06-16 00:00:00,2014-06-10 18:10:00 / 2021-06-16 15:33:20,2014-06-10 00:00:00 / 2021-06-16 21:56:40,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-10 18:00:00 / 2021-06-16 15:33:20
USBN,TQBR,УралСиб ао,0.0925,10000,0.1,A,Т+: Акции и ДР - безадрес.,4,БАНК УРАЛСИБ ПАО ао,,FNDT,EQIN,,0.0001,0.0926,SUR,2021-06-15,360134697357,RU0006929536,BANK URALSIB ao,10200030B,0.0925,0.0925,SUR,1,3,2021-06-18,2014-06-09 10:09:00 / 2021-06-16 18:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 00:00:00 / 2021-06-16 00:00:00,2014-06-09 10:00:00 / 2021-06-16 18:26:09,2014-06-09 00:00:00 / 2021-06-16 21:56:40,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 10:00:00 / 2021-06-16 18:26:09
UTAR,TQBR,ЮТэйр ао,7.14,100,1.0,A,Т+: Акции и ДР - безадрес.,2,"Авиакомания ""ЮТэйр"" (ПАО) ао",,FNDT,EQIN,,0.01,7.12,SUR,2021-06-15,3702208000,RU0007661385,UTAir Aviacompany,1-01-00077-F,7.14,7.14,SUR,1,3,2021-06-18,2012-02-27 10:02:00 / 2021-06-16 18:59:59,2012-01-01 00:00:00 / 2021-06-16 00:00:00,2012-02-27 00:00:00 / 2021-06-16 00:00:00,2012-02-27 10:00:00 / 2021-06-16 18:37:08,2012-02-27 00:00:00 / 2021-06-16 21:56:40,2012-02-01 00:00:00 / 2021-06-16 00:00:00,2012-02-27 10:00:00 / 2021-06-16 18:37:08
UWGN,TQBR,ОВК ао,69.9,1,1.0,A,Т+: Акции и ДР - безадрес.,1,ПАО НПК ОВК ао,,FNDT,EQIN,,0.1,70.3,SUR,2021-06-15,115996689,RU000A0JVBT9,OVK ao,1-01-82031-H,69.9,69.9,SUR,1,3,2021-06-18,2015-04-30 10:12:00 / 2021-06-16 18:59:59,2015-04-01 00:00:00 / 2021-06-16 00:00:00,2015-04-27 00:00:00 / 2021-06-16 00:00:00,2015-04-30 10:10:00 / 2021-06-16 18:47:19,2015-04-30 00:00:00 / 2021-06-16 21:56:40,2015-04-01 00:00:00 / 2021-06-16 00:00:00,2015-04-30 10:00:00 / 2021-06-16 18:47:19
VGSB,TQBR,ВолгЭнСб,3.745,1000,0.12,A,Т+: Акции и ДР - безадрес.,3,"""Волгоград.энергосбыткомп"" ПАО",,FNDT,EQIN,,0.005,3.79,SUR,2021-06-15,319595965,RU000A0D8L73,Volgograd Energo Sbyt,1-01-65103-D,3.745,3.745,SUR,1,3,2021-06-18,2014-06-09 17:34:00 / 2021-06-16 14:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 00:00:00 / 2021-06-16 00:00:00,2014-06-09 17:30:00 / 2021-06-16 14:18:17,2014-06-09 00:00:00 / 2021-06-16 21:56:40,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 17:00:00 / 2021-06-16 14:18:17
VGSBP,TQBR,ВолгЭнСб-п,1.96,1000,0.12,A,Т+: Акции и ДР - безадрес.,3,"""Волгоград.энергосбыткомп"" ПАО",,FNDT,EQIN,,0.005,1.965,SUR,2021-06-15,80499134,RU000A0D8L57,Volgograd Energo Sbyt (pref),2-01-65103-D,1.96,1.96,SUR,2,3,2021-06-18,2014-06-09 10:47:00 / 2021-06-16 18:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 00:00:00 / 2021-06-16 00:00:00,2014-06-09 10:40:00 / 2021-06-16 18:39:09,2014-06-09 00:00:00 / 2021-06-16 21:56:40,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 10:00:00 / 2021-06-16 18:39:09
VJGZ,TQBR,Варьеган,1969.0,1,0.1,A,Т+: Акции и ДР - безадрес.,0,Варьеганнефтегаз ПАО ао,,FNDT,EQIN,,1.0,1965.0,SUR,2021-06-15,18091110,RU0009046460,Var'eganneftegaz ao,1-01-00017-A,1969.0,1969.0,SUR,1,3,2021-06-18,2014-06-17 12:57:00 / 2021-06-16 18:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-16 00:00:00 / 2021-06-16 00:00:00,2014-06-17 12:50:00 / 2021-06-16 18:46:08,2014-06-17 00:00:00 / 2021-06-16 21:56:40,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-17 12:00:00 / 2021-06-16 18:46:08
VJGZP,TQBR,Варьеган-п,712.0,10,0.1,A,Т+: Акции и ДР - безадрес.,0,Варьеганнефтегаз ПАО ап,,FNDT,EQIN,,1.0,706.0,SUR,2021-06-15,5883050,RU0007964789,Var'eganneftegaz ap,2-01-00017-A,712.0,712.0,SUR,2,3,2021-06-18,2014-06-20 15:55:00 / 2021-06-16 18:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-16 00:00:00 / 2021-06-16 00:00:00,2014-06-20 15:50:00 / 2021-06-16 18:39:59,2014-06-20 00:00:00 / 2021-06-16 21:56:40,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-20 15:00:00 / 2021-06-16 18:40:09
VLHZ,TQBR,ВХЗ-ао,67.35,10,20.0,A,Т+: Акции и ДР - безадрес.,2,Владимирский химич.з-д(ПАО) ао,,FNDT,EQIN,,0.05,67.2,SUR,2021-06-15,5005605,RU0007984761,VHZ,1-02-04847-A,67.4,67.4,SUR,1,3,2021-06-18,2014-06-10 11:30:00 / 2021-06-16 18:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 00:00:00 / 2021-06-16 00:00:00,2014-06-10 11:30:00 / 2021-06-16 18:39:09,2014-06-10 00:00:00 / 2021-06-16 21:56:40,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-10 11:00:00 / 2021-06-16 18:39:09
VRSB,TQBR,ТНСэнВорон,69.2,10,0.4,A,Т+: Акции и ДР - безадрес.,1,ТНС энерго Воронеж ПАО ао,,FNDT,EQIN,,0.2,69.2,SUR,2021-06-15,56151024,RU000A0DPG67,TNS energo Voroneg ao,1-01-55029-E,69.2,69.2,SUR,1,3,2021-06-18,2014-06-18 12:46:00 / 2021-06-16 18:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-16 00:00:00 / 2021-06-16 00:00:00,2014-06-18 12:40:00 / 2021-06-16 18:46:08,2014-06-18 00:00:00 / 2021-06-16 21:56:40,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-18 12:00:00 / 2021-06-16 18:46:08
VRSBP,TQBR,ТНСэнВор-п,43.0,100,0.4,A,Т+: Акции и ДР - безадрес.,1,ТНС энерго Воронеж ПАО ап,,FNDT,EQIN,,0.2,42.8,SUR,2021-06-15,18716678,RU000A0DPG75,TNS energo Voroneg ap,2-01-55029-E,42.8,42.8,SUR,2,3,2021-06-18,2014-07-15 12:13:00 / 2021-06-16 18:59:59,2014-07-01 00:00:00 / 2021-06-16 00:00:00,2014-07-14 00:00:00 / 2021-06-16 00:00:00,2014-07-15 12:10:00 / 2021-06-16 18:14:20,2014-07-15 00:00:00 / 2021-06-16 21:56:40,2014-07-01 00:00:00 / 2021-06-16 00:00:00,2014-07-15 12:00:00 / 2021-06-16 18:14:20
VSMO,TQBR,ВСМПО-АВСМ,27000.0,1,1.0,A,Т+: Акции и ДР - безадрес.,0,Корп. ВСМПО-АВИСМА (ПАО) ао,,FNDT,EQIN,,20.0,27260.0,SUR,2021-06-15,11529538,RU0009100291,Corp. VSMPO-AVISMA ao,1-01-30202-D,27000.0,27000.0,SUR,1,2,2021-06-18,2014-06-09 10:19:00 / 2021-06-16 18:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 00:00:00 / 2021-06-16 00:00:00,2014-06-09 10:10:00 / 2021-06-16 18:47:19,2014-06-09 00:00:00 / 2021-06-16 21:56:40,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 10:00:00 / 2021-06-16 18:47:19
VSYD,TQBR,ВыбСудЗ ао,4600.0,1,0.5,A,Т+: Акции и ДР - безадрес.,0,Выборгский Суд.Завод ПАО ао,,FNDT,EQIN,,5.0,4615.0,SUR,2021-06-15,1553984,RU0006334372,Viborgskii sudostr. Zavod ao,1-01-02203-D,4600.0,4600.0,SUR,1,3,2021-06-18,2014-11-11 16:52:00 / 2021-06-16 16:59:59,2014-10-01 00:00:00 / 2021-06-16 00:00:00,2014-11-10 00:00:00 / 2021-06-16 00:00:00,2014-11-11 16:50:00 / 2021-06-16 16:07:18,2014-11-11 00:00:00 / 2021-06-16 21:56:40,2014-11-01 00:00:00 / 2021-06-16 00:00:00,2014-11-11 16:00:00 / 2021-06-16 16:07:18
VSYDP,TQBR,ВыбСудЗ ап,4560.0,1,0.5,A,Т+: Акции и ДР - безадрес.,0,Выборгский Суд.Завод ПАО ап,,FNDT,EQIN,,20.0,4600.0,SUR,2021-06-15,51839,RU0006334380,Viborgskii sudostr. Zavod ap,2-01-02203-D,4580.0,4580.0,SUR,2,3,2021-06-18,2014-07-16 17:04:00 / 2021-06-16 15:59:59,2014-07-01 00:00:00 / 2021-06-16 00:00:00,2014-07-14 00:00:00 / 2021-06-16 00:00:00,2014-07-16 17:00:00 / 2021-06-16 15:02:07,2014-07-16 00:00:00 / 2021-06-16 21:56:40,2014-07-01 00:00:00 / 2021-06-16 00:00:00,2014-07-16 17:00:00 / 2021-06-16 15:02:07
VTBR,TQBR,ВТБ ао,0.049165,10000,0.01,A,Т+: Акции и ДР - безадрес.,6,ао ПАО Банк ВТБ,,FNDT,EQIN,,5e-06,0.049505,SUR,2021-06-15,12960541337338,RU000A0JP5V6,VTB,10401000B,0.04919,0.04919,SUR,1,1,2021-06-18,2013-02-28 10:00:00 / 2021-06-16 21:59:59,2013-01-01 00:00:00 / 2021-06-16 00:00:00,2013-02-25 00:00:00 / 2021-06-16 00:00:00,2013-02-28 10:00:00 / 2021-06-16 21:56:39,2013-02-28 00:00:00 / 2021-06-16 21:56:40,2013-02-01 00:00:00 / 2021-06-16 00:00:00,2013-02-28 10:00:00 / 2021-06-16 21:56:39
WTCM,TQBR,ЦМТ ао,10.06,100,1.0,A,Т+: Акции и ДР - безадрес.,2,"""Центр междун. торговли""ПАО ао",,FNDT,EQIN,,0.02,10.12,SUR,2021-06-15,1083000000,RU0008137070,CMT,1-01-01837-A,10.06,10.06,SUR,1,2,2021-06-18,2014-06-09 10:19:00 / 2021-06-16 18:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 00:00:00 / 2021-06-16 00:00:00,2014-06-09 10:10:00 / 2021-06-16 18:39:10,2014-06-09 00:00:00 / 2021-06-16 21:56:40,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 10:00:00 / 2021-06-16 18:39:10
WTCMP,TQBR,ЦМТ ап,9.1,100,1.0,A,Т+: Акции и ДР - безадрес.,2,"""Центр междун. торговли""ПАО ап",,FNDT,EQIN,,0.02,9.08,SUR,2021-06-15,162000000,RU0008137088,CMT (pref),2-01-01837-A,9.16,9.16,SUR,2,2,2021-06-18,2014-06-09 14:45:00 / 2021-06-16 18:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 00:00:00 / 2021-06-16 00:00:00,2014-06-09 14:40:00 / 2021-06-16 18:33:10,2014-06-09 00:00:00 / 2021-06-16 21:56:40,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 14:00:00 / 2021-06-16 18:33:10
YAKG,TQBR,ЯТЭК ао,105.0,100,1.0,A,Т+: Акции и ДР - безадрес.,2,Якутская топл.-энерг. комп. ао,,FNDT,EQIN,,0.05,106.1,SUR,2021-06-15,826919375,RU0007796819,YaTEK ao,1-01-20510-F,104.95,104.95,SUR,1,3,2021-06-18,2014-06-16 17:05:00 / 2021-06-16 17:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-16 00:00:00 / 2021-06-16 00:00:00,2014-06-16 17:00:00 / 2021-06-16 17:12:20,2014-06-16 00:00:00 / 2021-06-16 21:56:40,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-16 17:00:00 / 2021-06-16 17:12:20
YKEN,TQBR,Якутскэнрг,0.424,10000,2.22,A,Т+: Акции и ДР - безадрес.,4,"АК ""Якутскэнерго"" (ПАО) ао",,FNDT,EQIN,,0.0005,0.424,SUR,2021-06-15,7963562986,RU0009257075,YakutskEnergo,1-01-00304-A,0.4215,0.4215,SUR,1,3,2021-06-18,2014-06-10 15:14:00 / 2021-06-16 18:59:59,2005-01-01 00:00:00 / 2021-06-16 00:00:00,2005-01-10 00:00:00 / 2021-06-16 00:00:00,2014-06-10 15:10:00 / 2021-06-16 18:35:10,2005-01-11 00:00:00 / 2021-06-16 21:56:40,2005-01-01 00:00:00 / 2021-06-16 00:00:00,2014-06-10 15:00:00 / 2021-06-16 18:35:10
YKENP,TQBR,Якутскэн-п,0.364,10000,2.22,A,Т+: Акции и ДР - безадрес.,4,"АК ""Якутскэнерго"" (ПАО) ап",,FNDT,EQIN,,0.0005,0.355,SUR,2021-06-15,1332635125,RU0007796827,YakutskEnergo ap,2-01-00304-A,0.3595,0.3595,SUR,2,3,2021-06-18,2014-06-19 17:45:00 / 2021-06-16 18:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-16 00:00:00 / 2021-06-16 00:00:00,2014-06-19 17:40:00 / 2021-06-16 18:49:09,2014-06-19 00:00:00 / 2021-06-16 21:56:40,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-19 17:00:00 / 2021-06-16 18:49:09
YNDX,TQBR,Yandex clA,4925.0,1,0.01,A,Т+: Акции и ДР - безадрес.,1,PLLC Yandex N.V. class A shs,,FNDT,EQIN,,0.2,5002.0,EUR,2021-06-15,321430479,NL0009805522,PLLC Yandex N.V.,,4977.0,4977.0,SUR,1,1,2021-06-18,2014-06-04 10:04:00 / 2021-06-16 21:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-02 00:00:00 / 2021-06-16 00:00:00,2014-06-04 10:00:00 / 2021-06-16 21:56:39,2014-06-04 00:00:00 / 2021-06-16 21:56:40,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-04 10:00:00 / 2021-06-16 21:56:39
YRSB,TQBR,ТНСэнЯр,220.0,10,1.0,A,Т+: Акции и ДР - безадрес.,0,ТНС энерго Ярославль ПАО ао,,FNDT,EQIN,,2.0,218.0,SUR,2021-06-15,17143584,RU000A0D8760,TNS energo Yaroslavl' ao,1-01-50099-A,220.0,220.0,SUR,1,3,2021-06-18,2014-06-18 17:07:00 / 2021-06-16 14:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-16 00:00:00 / 2021-06-16 00:00:00,2014-06-18 17:00:00 / 2021-06-16 14:56:05,2014-06-18 00:00:00 / 2021-06-16 21:56:40,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-18 17:00:00 / 2021-06-16 14:56:05
YRSBP,TQBR,ТНСэнЯр-п,92.5,10,1.0,A,Т+: Акции и ДР - безадрес.,1,ТНС энерго Ярославль ПАО ап,,FNDT,EQIN,,0.5,93.0,SUR,2021-06-15,4507320,RU000A0D88B3,TNS energo Yaroslavl' (pref),2-01-50099-A,92.5,92.5,SUR,2,3,2021-06-18,2014-06-16 10:10:00 / 2021-06-16 17:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-16 00:00:00 / 2021-06-16 00:00:00,2014-06-16 10:10:00 / 2021-06-16 17:19:59,2014-06-16 00:00:00 / 2021-06-16 21:56:40,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-16 10:00:00 / 2021-06-16 17:20:20
ZILL,TQBR,ЗИЛ ао,4035.0,1,1000.0,A,Т+: Акции и ДР - безадрес.,0,Завод им. И.А.Лихачева ПАО ао,,FNDT,EQIN,,5.0,4070.0,SUR,2021-06-15,2659962,RU0009086193,ZIL ao,1-02-00036-A,4035.0,4035.0,SUR,1,3,2021-06-18,2014-06-09 11:30:00 / 2021-06-16 18:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 00:00:00 / 2021-06-16 00:00:00,2014-06-09 11:30:00 / 2021-06-16 18:49:09,2014-06-09 00:00:00 / 2021-06-16 21:56:40,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 11:00:00 / 2021-06-16 18:49:09
ZVEZ,TQBR,ЗВЕЗДА ао,4.165,1000,0.1,A,Т+: Акции и ДР - безадрес.,3,ЗВЕЗДА ПАО ао,,FNDT,EQIN,,0.005,4.145,SUR,2021-06-15,562020480,RU0009091300,Zvezda ao,1-01-00169-D,4.165,4.165,SUR,1,3,2021-06-18,2014-07-17 17:14:00 / 2021-06-16 18:59:59,2014-07-01 00:00:00 / 2021-06-16 00:00:00,2014-07-14 00:00:00 / 2021-06-16 00:00:00,2014-07-17 17:10:00 / 2021-06-16 18:11:08,2014-07-17 00:00:00 / 2021-06-16 21:56:40,2014-07-01 00:00:00 / 2021-06-16 00:00:00,2014-07-17 17:00:00 / 2021-06-16 18:11:08
